,Cycles,Nature,Edge_count
0,AXIN2,P,1
1,Destcompl,P,1
2,SNAI2,P,1
3,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS",N,20
4,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,MEK,ERK,GSK3,RAS",N,23
5,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF,RAS",N,16
6,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF,GLI,Wnt,Frizzled,DSH,GSK3,RAS",N,21
7,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,RAS",N,20
8,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF,GLI,TGF,TGFR,SOSGRB2,MEK,ERK,GSK3,RAS",N,23
9,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS",N,19
10,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS",N,19
11,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,MEK,ERK,GSK3,RAS",N,22
12,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS",N,19
13,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,cateninnuc,Destcompl,GSK3,RAS",N,17
14,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,Wnt,Frizzled,DSH,GSK3,RAS",N,19
15,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,Wnt,Frizzled,DSH,GSK3,Destcompl,cateninnuc,TCFLEF,TWIST1,TGF,TGFR,SOSGRB2,RAS",N,26
16,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,Wnt,Frizzled,DSH,GSK3,Destcompl,cateninnuc,TCFLEF,RAS",N,22
17,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,Wnt,Frizzled,DSH,GSK3,Destcompl,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS",N,25
18,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,Wnt,Frizzled,DSH,GSK3,Destcompl,cateninnuc,TCFLEF,CD44,cMet,SOSGRB2,RAS",N,25
19,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,TGF,TGFR,SOSGRB2,RAS",N,18
20,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,TGF,TGFR,SOSGRB2,MEK,ERK,SNAI2,Ecadherin,cateninnuc,TCFLEF,RAS",N,24
21,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,TGF,TGFR,SOSGRB2,MEK,ERK,SNAI2,Ecadherin,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS",N,27
22,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,TGF,TGFR,SOSGRB2,MEK,ERK,SNAI2,Ecadherin,cateninnuc,TCFLEF,AXIN2,Destcompl,GSK3,RAS",N,27
23,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,TGF,TGFR,SOSGRB2,MEK,ERK,SNAI2,Ecadherin,cateninnuc,Destcompl,GSK3,RAS",N,25
24,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,TGF,TGFR,SOSGRB2,MEK,ERK,SNAI2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,RAS",N,25
25,"DELTA,NOTCH,NOTCHic,Csl,SNAI1,miR200,ZEB2,SMAD,SHH,Patched,SMO,FUS,SUFU,GLI,TGF,TGFR,SOSGRB2,MEK,ERK,SNAI2,Ecadherin,cateninmemb,cateninnuc,TCFLEF,CD44,cMet,SRC,RAS",N,28
